QueryText,Sector,clean_text,label,balancing
"Information regarding control of aphid and other sucking pest in cucurbits (tinda)?
",HORTICULTURE,information regarding control aphid sucking pest cucurbits tinda,1,original
"Information regarding control of Downy mildew or Blight in CUCURBITS (tinda)?
",HORTICULTURE,information regarding control downy mildew blight cucurbits tinda,1,original
"Information regarding msp of paddy crop(2019-20)?
",AGRICULTURE,information regarding msp paddy crop,0,original
"Information regarding that not received any Pradhan mantri kisan samman nidhi yojana installment in account ?
",AGRICULTURE,information regarding received pradhan mantri kisan samman nidhi yojana installment account,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
"Information regarding the contact no. of Deputy Director Horticulture Amritsar?
",HORTICULTURE,information regarding contact deputy director horticulture amritsar,1,original
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE,information regarding control gram caterpillar barseem,0,original
"query about subsidy availability for agriculture
 ",AGRICULTURE,query subsidy availability agriculture,0,original
"Information regarding the varieties of Paddy with maturity period and height ?
",AGRICULTURE,information regarding varieties paddy maturity period height,0,original
"information regarding control of iron deficiency in paddy?
",AGRICULTURE,information regarding control iron deficiency paddy,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
"Information regarding seed production of berseem?
",AGRICULTURE,information regarding seed production berseem,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
"Information regarding control of aphid and other sucking pest in cucurbits?
",HORTICULTURE,information regarding control aphid sucking pest cucurbits,1,original
"Information regarding control of shoot and Fruit borer in cucurbits?
",HORTICULTURE,information regarding control shoot fruit borer cucurbits,1,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Information regarding subsidy for dhaincha seed ?,AGRICULTURE,information regarding subsidy dhaincha seed,0,original
"Information regarding the control of maize borer in fodder maize?
",AGRICULTURE,information regarding control maize borer fodder maize,0,original
"Information regarding the sowing time of Paddy nursery ?
",AGRICULTURE,information regarding sowing time paddy nursery,0,original
"Information regarding the sowing time of Basmati nursery?
",AGRICULTURE,information regarding sowing time basmati nursery,0,original
"Information regarding varieties of fodder maize?
",AGRICULTURE,information regarding varieties fodder maize,0,original
"INFORMATION REGARDING THE FERTILIZER APPLICATION IN SORGHUM?
",AGRICULTURE,information regarding fertilizer application sorghum,0,original
"Information regarding the seed rate of dhaincha for green manure purpose?
",AGRICULTURE,information regarding seed rate dhaincha green manure purpose,0,original
"Information regarding the spacing for sowing of dhaincha for purpose of seed production ?
",AGRICULTURE,information regarding spacing sowing dhaincha purpose seed production,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Information  regarding less fruit setting in bottle gourd?,HORTICULTURE,information regarding less fruit setting bottle gourd,1,original
"The contact no. of Punjab State Power Corporation Limited for query regarding electricity supply?
 ",AGRICULTURE,contact punjab state power corporation limited query regarding electricity supply,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
"Information regarding the sowing time of paddy nursery ?
",AGRICULTURE,information regarding sowing time paddy nursery,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
information regarding seed rate of moth been crop?,AGRICULTURE,information regarding seed rate moth crop,0,original
information regarding can be use the moth been as a fodder crop ?,AGRICULTURE,information regarding use moth fodder crop,0,original
"Information regarding the varieties of Paddy with their yield ?
",AGRICULTURE,information regarding varieties paddy yield,0,original
"Information regarding the varieties of Paddy with maturity period and height ?
",AGRICULTURE,information regarding varieties paddy maturity period height,0,original
"Information  regarding yield of paddy varieties?
",AGRICULTURE,information regarding yield paddy varieties,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
"Information regarding pre emergence weed control in Sugarcane?
",AGRICULTURE,information regarding pre emergence weed control sugarcane,0,original
"Information regarding the detail about the varieties of paddy ?
",AGRICULTURE,information regarding detail varieties paddy,0,original
"nformation regarding Contact no. Of Chief Agricultural Officer of Amritsar ?
",AGRICULTURE,nformation regarding contact chief agricultural officer amritsar,0,original
"information regarding varieties of til and time of sowing?
",AGRICULTURE,information regarding varieties til time sowing,0,original
"Information  regarding varieties of sorghum?
",AGRICULTURE,information regarding varieties sorghum,0,original
Farmer asked query on Weather,AGRICULTURE,farmer asked query weather,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
ASKING ABOUT IORN and ZINK DEFFICINCY IN RICE FIELD CROP,AGRICULTURE,asking iorn zink defficincy rice field crop,0,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) PLANTING?,AGRICULTURE,information regarding fert dose time paddy jhona planting,0,original
WEEDIICDE IN PADY?,AGRICULTURE,weediicde pady,0,original
ASKING ABOUT WEATHER FORCASTING ?,AGRICULTURE,asking weather forcasting,0,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
information regarding weather ?,AGRICULTURE,information regarding weather,0,original
66:  how to weed control of in rice crop?,AGRICULTURE,weed control rice crop,0,original
information regarding to weather condition?,AGRICULTURE,information regarding weather condition,0,original
REGARDING LONG PADDY PLANT,AGRICULTURE,regarding long paddy plant,0,original
control of weed?,AGRICULTURE,control weed,0,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,information rgearding control sheath blight attack paddy jhona crop,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,information rgearding control sheath blight attack paddy jhona crop,0,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
INFORMATION REGARDING CHANCE OF RAIN FALL TODAY?,AGRICULTURE,information regarding chance rain fall today,0,original
INFORMATION REGARDING CONTROL OF ZINC DEFICIENCY IN PADDY ?,AGRICULTURE,information regarding control zinc deficiency paddy,0,original
83: INFORMATION REGARDING  WEEDS CONTROL IN MAIZE ?,AGRICULTURE,information regarding weeds control maize,0,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regarding control foot rot basmati rice,0,original
INFORMATION REGARDING CHANCE OF RAIN FALL TONIGHT?,AGRICULTURE,information regarding chance rain fall tonight,0,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control weeds paddy jhona crop,0,original
Information regagrding the control of  foot rot in basmati rice.?,AGRICULTURE,information regagrding control foot rot basmati rice,0,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
what is the dose of padan in paddy?,AGRICULTURE,dose padan paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
problem of flower drop in chilli?,HORTICULTURE,problem flower drop chilli,1,original
information regarding to weather ?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
"INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF carrot,radish ,turnip ?",HORTICULTURE,information regarding suitable varieties carrot radish turnip,1,original
INFORMATION regarding CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information regarding control stem borer rice,0,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
`control of catterpillar?,AGRICULTURE,control catterpillar,0,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
INFORMATION REGADING CONTROL OF FOOT-ROOT IN BASMATI RICE ?,AGRICULTURE,information regading control foot root basmati rice,0,original
REGARDING LEAF FOLDER IN PADDY CROP?,AGRICULTURE,regarding leaf folder paddy crop,0,original
information regarding to weather ?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING CONTROL OF ZINC DIFFICIENCY IN RICE?,AGRICULTURE,information regarding control zinc difficiency rice,0,original
regarding gobh di sundi and leaf,AGRICULTURE,regarding gobh di sundi leaf,0,original
INFORMATION REGARDING TO WEATHER condition?,AGRICULTURE,information regarding weather condition,0,original
INFORMATION REGARDING TO  FARMER SMS PORTAL SERVICES?,HORTICULTURE,information regarding farmer sms portal services,1,original
#:    INFORMATION REGARDING IMPROVED VARIETIES OF CARROT ?,HORTICULTURE,information regarding improved varieties carrot,1,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
INFORMATION REGARDING CONTROL OF TERMITE IN RICE CROP ?,AGRICULTURE,information regarding control termite rice crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
information regarding  weed control in rice,AGRICULTURE,information regarding weed control rice,0,original
INFORMATION CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information control stem borer rice,0,original
INFORMATION REGARDING TO WEATHER OF PUNJAB?,AGRICULTURE,information regarding weather punjab,0,original
INFORMATION REGARDING CHANCE OF RAINFALL TODAY?,AGRICULTURE,information regarding chance rainfall today,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
INFORMATION REGARDING TO WEATHER condition?,AGRICULTURE,information regarding weather condition,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
information regarding to control of termites(syonk) in rice crop?,AGRICULTURE,information regarding control termites syonk rice crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
PROBLEM OF LEAF FOLDER IN PADDY?,AGRICULTURE,problem leaf folder paddy,0,original
INFORMATION REGARDING TO WEATHER condition?,AGRICULTURE,information regarding weather condition,0,original
PROBLEM OF LEAF FOLDER IN PADDY?,AGRICULTURE,problem leaf folder paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
yellow leaf in maize ?,AGRICULTURE,yellow leaf maize,0,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) TRANSPLANTING,AGRICULTURE,information regarding fert dose time paddy jhona transplanting,0,original
WHAT IS THE DOSE OF PADAN IN PADDY?,AGRICULTURE,dose padan paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING TO WEATHER OF PUNJAB?,AGRICULTURE,information regarding weather punjab,0,original
information regarding  weed control in rice,AGRICULTURE,information regarding weed control rice,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF DEFICIENCY IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control deficiency paddy jhona crop,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF CAULIFLOWER(PHULGOBHI)?,HORTICULTURE,information regarding suitable varieties cauliflower phulgobhi,1,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
information regarding  weed control in rice,AGRICULTURE,information regarding weed control rice,0,original
REGARDING LEAF FOLDER IN PADDY CROP?,AGRICULTURE,regarding leaf folder paddy crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
INFORMATION REGARDING TRAINING OF POLTRY?,AGRICULTURE,information regarding training poltry,0,original
regarding fungal disease,AGRICULTURE,regarding fungal disease,0,original
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING TO WEATHER condition?,AGRICULTURE,information regarding weather condition,0,original
INFORMATION REGADING CONTROL OF FOOT-ROOT IN BASMATI RICE ?,AGRICULTURE,information regading control foot root basmati rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
IORN DEFFICIENCY IN RICE CROP?,AGRICULTURE,iorn defficiency rice crop,0,original
IORN DEFFICIENCY IN RICE CROP?,AGRICULTURE,iorn defficiency rice crop,0,original
information regarding improved varieties of pea?,HORTICULTURE,information regarding improved varieties pea,1,original
regarding varieties of pea,HORTICULTURE,regarding varieties pea,1,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
information regarding weather ?,AGRICULTURE,information regarding weather,0,original
information regarding weathr?,AGRICULTURE,information regarding weathr,0,original
caterpillar in roots problem?,AGRICULTURE,caterpillar roots problem,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
PROBLEM OF FLOWERING IN BRINJAL?,HORTICULTURE,problem flowering brinjal,1,original
problem of foot wilting in basmati 1121?,AGRICULTURE,problem foot wilting basmati,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
information regarding to weather condition?,AGRICULTURE,information regarding weather condition,0,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
varieties of cauliflower?,HORTICULTURE,varieties cauliflower,1,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
INFORMATION REGARDING TO WEATHER OF PUNJAB?,AGRICULTURE,information regarding weather punjab,0,original
REGARDING TERMITE IN GUAVA,HORTICULTURE,regarding termite guava,1,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
REGARDING NO FRUIT IN BOTTLE GAURD,HORTICULTURE,regarding fruit bottle gaurd,1,original
PROBLEM OF LEAF FOLDER IN PADDY?,AGRICULTURE,problem leaf folder paddy,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
control of leaf folder?,AGRICULTURE,control leaf folder,0,original
REGARDING WEATHER,AGRICULTURE,regarding weather,0,original
problem of leaf folder in paddy?,AGRICULTURE,problem leaf folder paddy,0,original
what is the dose of urea in basmati 1121?,AGRICULTURE,dose urea basmati,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING CHANCE OF RAIN FALL TODAY?,AGRICULTURE,information regarding chance rain fall today,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
INSECTICE USED IN  CHILLIES?,HORTICULTURE,insectice used chillies,1,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) PLANTING?,AGRICULTURE,information regarding fert dose time paddy jhona planting,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING TO CONTROL of leaf folderin rice crop,AGRICULTURE,information regarding control leaf folderin rice crop,0,original
regarding dose of urea,AGRICULTURE,regarding dose urea,0,original
REGARDING FUNGAL DISEASE IN GUAVA,HORTICULTURE,regarding fungal disease guava,1,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
informatiobn regarding to proper growth of rice crop?,AGRICULTURE,informatiobn regarding proper growth rice crop,0,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,information regarding weather,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
INFORMATION REGARDING CONTROL OF STEMBORERS IN BASMATI RICE CROP ?,AGRICULTURE,information regarding control stemborers basmati rice crop,0,original
if there r chances of rainfall?,AGRICULTURE,chances rainfall,0,original
REGARDING LONG PLANT HEIGHT IN PADDY,AGRICULTURE,regarding long plant height paddy,0,original
INFORMATION REGARDING TO CONTROL of leaf folderin rice crop,AGRICULTURE,information regarding control leaf folderin rice crop,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
yellow leaf in paddy ?,AGRICULTURE,yellow leaf paddy,0,original
INFORMATION REGARDDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regardding control foot rot basmati rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF DEFICIENCY IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control deficiency paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
information regarding leaf folder in rice,AGRICULTURE,information regarding leaf folder rice,0,original
regarding redding of leaves,AGRICULTURE,regarding redding leaves,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,information regarding current weather condition,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
83: INFORMATION REGARDING  WEEDS CONTROL IN MAIZE ?,AGRICULTURE,information regarding weeds control maize,0,original
INFORMATION REGARDING FOR deficiency in rice?,AGRICULTURE,information regarding deficiency rice,0,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) TRANSPLANTING?,AGRICULTURE,information regarding fert dose time paddy jhona transplanting,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
stem borer in rice?,AGRICULTURE,stem borer rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information regarding control leaf folder rice,0,original
REGARDING TIE UP SUGARCANE,AGRICULTURE,regarding tie sugarcane,0,original
LEAF FOLDER PROBLEM?,AGRICULTURE,leaf folder problem,0,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control rice stemborer paddy jhona crop,0,original
INFORMATION REGARDING to weather ?,AGRICULTURE,information regarding weather,0,original
regarding leaf folder,AGRICULTURE,regarding leaf folder,0,original
INFORMATION REGARDING TO CONTROL of leaf folderin rice crop?,AGRICULTURE,information regarding control leaf folderin rice crop,0,original
INFORMATION REGARDING CONTROL OF STEMBORERS IN BASMATI RICE CROP ?,AGRICULTURE,information regarding control stemborers basmati rice crop,0,original
information regarding to  control of grasshoppers in bajra?,AGRICULTURE,information regarding control grasshoppers bajra,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
REGARDING LONG PLANT IN PADDY,AGRICULTURE,regarding long plant paddy,0,original
drying of poplar?,HORTICULTURE,drying poplar,1,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,information control leaf folder rice,0,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,information rgearding control grasshopper paddy crop,0,original
MITE PROBLEM IN COTTON?,AGRICULTURE,mite problem cotton,0,original
REGARDING DOSE OF FERTILIZER IN BASMATI,AGRICULTURE,regarding dose fertilizer basmati,0,original
INFORMATION REGARDING DOSE OF FERTILIZERS IN RICE CROP ?,AGRICULTURE,information regarding dose fertilizers rice crop,0,original
information regarding to weather  ?,AGRICULTURE,information regarding weather,0,original
information regarding to weather condition?,AGRICULTURE,information regarding weather condition,0,original
INFORMATION CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information control stem borer rice,0,original
information regarding to control of leaf folder in rice?,AGRICULTURE,information regarding control leaf folder rice,0,original
information regarding to control of leaf folder in rice?,AGRICULTURE,information regarding control leaf folder rice,0,original
leaf folder  in rice?,AGRICULTURE,leaf folder rice,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
REGARDING WEATHER IN AMRITSAR,AGRICULTURE,regarding weather amritsar,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
control of leaf folder ?,AGRICULTURE,control leaf folder,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
information regarding to weather  ?,AGRICULTURE,information regarding weather,0,original
fertilizers in basmati?,AGRICULTURE,fertilizers basmati,0,original
INFORMATION REGARDING CONTROL OF IRON DEFICIENCY IN PADDY ?,AGRICULTURE,information regarding control iron deficiency paddy,0,original
information regarding to control of termites(syonk) in rice crop?,AGRICULTURE,information regarding control termites syonk rice crop,0,original
REGARDING DOSE OF UREA IN BASMATI,AGRICULTURE,regarding dose urea basmati,0,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,information regarding control foot rot basmati rice,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,regarding leaf folder paddy,0,original
information regarding   weather of punjab?,AGRICULTURE,information regarding weather punjab,0,original
WHAT ARE THE VARIETIES OF CAULIFLOWER?,HORTICULTURE,varieties cauliflower,1,original
fertilizers in basmati,AGRICULTURE,fertilizers basmati,0,original
INFORMATION CONTROL OF STEM BORER IN RICE?,AGRICULTURE,information control stem borer rice,0,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,information regarding control leaf folder rice crop,0,original
how to weed control of in rice crop?,AGRICULTURE,weed control rice crop,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
WHAT IS THE MATURING DURATION OF PADDY?,AGRICULTURE,maturing duration paddy,0,original
information regarding weather?,AGRICULTURE,information regarding weather,0,original
information regarding to weather  ?,AGRICULTURE,information regarding weather,0,original
problem of leaf curl  in okra?,HORTICULTURE,problem leaf curl okra,1,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
information regarding control of  sucking pest  in cotton,AGRICULTURE,information regarding control sucking pest cotton,0,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,information regarding control leaf folder paddy jhona crop,0,original
problem of leaf folder in paddy?,AGRICULTURE,problem leaf folder paddy,0,original
